_c0,title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
500,681-0638,2001,90,null,7.1,7,0,0,14.5,0,0,14.5,14.5,44.5,0,14.5,,0,0,1,1,0,0,0
501,69,1968,5,null,5.1,5,24.5,0,0,24.5,0,64.5,0,0,0,0,,0,0,0,0,0,0,1
502,69 - Sixtynine,1969,98,null,5.8,5,0,24.5,0,0,0,44.5,24.5,24.5,0,0,,0,0,0,1,0,0,0
503,69 Park Avenue,1985,90,null,6.1,5,0,24.5,0,0,0,44.5,24.5,24.5,0,0,,0,0,0,0,0,0,0
504,6ix,1999,11,null,5.5,30,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,34.5,,0,0,1,0,0,0,1
505,"6th Day, The",2000,123,82000000,5.9,12064,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,1,0,0,0,0,0,0
506,7 Days In September,2002,94,null,7.9,33,4.5,0,0,0,14.5,4.5,14.5,34.5,24.5,4.5,,0,0,0,0,1,0,0
507,7 Faces of Dr. Lao,1964,100,null,6.9,646,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,24.5,,0,0,0,0,0,0,0
508,7 Lucky Ninja Kids,1989,90,null,4.8,19,24.5,4.5,0,4.5,14.5,14.5,14.5,0,4.5,24.5,,1,0,1,0,0,0,0
509,7 Star Grand Mantis,1983,85,null,3.1,7,24.5,14.5,0,14.5,0,0,44.5,0,0,0,,1,0,1,0,0,0,0
510,7 Wise Dwarfs,1941,4,null,6,35,0,0,4.5,4.5,14.5,34.5,24.5,4.5,0,4.5,,0,1,0,0,0,0,1
511,7 Women,1966,87,null,6.2,225,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
512,7 Year Zig Zag,2003,90,null,6,6,14.5,14.5,0,0,0,34.5,14.5,0,0,14.5,,0,0,0,1,0,0,0
513,7 Zwerge,2004,95,null,5,439,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
514,7 ans de mariage,2003,97,null,6.3,148,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
515,7 fois... par jour,1971,98,null,3.4,16,34.5,14.5,14.5,4.5,14.5,14.5,4.5,0,0,4.5,,0,0,1,0,0,0,0
516,7 jin gong,1994,90,null,5.4,67,4.5,0,4.5,4.5,4.5,34.5,14.5,4.5,4.5,14.5,,1,0,0,0,0,0,0
517,7 pra-jan-barn,2002,110,null,4.8,15,0,0,24.5,14.5,4.5,14.5,14.5,14.5,0,24.5,,1,0,1,0,0,0,0
518,"7, Hyden Park: la casa maledetta",1985,96,null,4.7,16,4.5,0,14.5,4.5,44.5,14.5,14.5,0,4.5,0,,0,0,0,1,0,0,0
519,71 Fragmente einer Chronologie des Zufalls,1994,95,null,6.6,176,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,,0,0,0,1,0,0,0
520,711 Ocean Drive,1950,102,null,7,48,0,0,0,4.5,4.5,14.5,24.5,34.5,4.5,4.5,,0,0,0,1,0,0,0
521,72 Desperate Rebels,1972,93,null,3.3,8,14.5,0,14.5,0,24.5,14.5,14.5,14.5,0,14.5,,1,0,0,1,0,0,0
522,72 Faced Liar,2003,15,null,7,6,0,0,0,34.5,0,0,45.5,14.5,0,0,,0,0,0,0,0,0,1
523,72 metra,2004,100,1600000,6,147,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,,1,0,0,1,0,0,0
524,7337,2000,17,null,3.9,28,14.5,0,4.5,0,4.5,4.5,24.5,4.5,4.5,24.5,,0,0,0,0,0,0,1
525,76-89-03,2000,85,null,6.6,75,4.5,4.5,0,4.5,4.5,4.5,34.5,14.5,4.5,24.5,,0,0,1,0,0,0,0
526,78 Tours,1985,4,null,7.9,10,0,0,14.5,0,14.5,14.5,14.5,34.5,24.5,14.5,,0,1,0,0,0,0,1
527,79 primaveras,1969,25,null,6.2,5,0,0,0,0,24.5,0,24.5,24.5,24.5,24.5,,0,0,0,0,1,0,1
528,7th Cavalry,1956,75,null,6.3,84,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
529,"7th Dawn, The",1964,123,null,5.3,64,0,4.5,14.5,4.5,4.5,4.5,14.5,24.5,4.5,14.5,,0,0,0,1,0,0,0
530,7th Street,2003,72,null,7,42,0,0,0,0,4.5,4.5,44.5,24.5,14.5,4.5,,0,0,0,0,1,0,0
531,"7th Voyage of Sinbad, The",1958,88,650000,6.9,1224,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,,1,0,0,0,0,0,0
532,8 Ball Bunny,1950,7,null,7.4,90,4.5,0,4.5,4.5,4.5,14.5,24.5,34.5,4.5,14.5,,0,1,1,0,0,0,1
533,8 Heads in a Duffel Bag,1997,94,null,4.8,2076,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,0,0,1,0,0,0,0
534,8 Mile,2002,110,41000000,6.8,17900,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,R,0,0,0,1,0,0,0
535,8 Million Ways to Die,1986,115,null,4.9,642,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,1,0,0,0,0,0,0
536,8 Seconds,1994,105,null,5.9,747,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,24.5,,0,0,0,1,0,0,0
537,8 femmes,2002,111,null,7.1,5503,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,1,0,0,0,0
538,8 to 4,1981,77,null,5.8,32,0,4.5,4.5,4.5,14.5,4.5,34.5,14.5,0,14.5,,0,0,1,0,0,0,0
539,8-A,1993,84,null,6.9,14,0,0,4.5,0,0,24.5,24.5,24.5,4.5,4.5,,0,0,0,0,0,0,0
540,80 Steps to Jonah,1969,107,null,5.1,57,4.5,4.5,4.5,4.5,14.5,4.5,4.5,14.5,14.5,34.5,,0,0,0,1,0,0,0
541,80's Ending,2003,9,10000,8.3,15,0,0,0,0,4.5,4.5,4.5,34.5,24.5,24.5,,0,0,1,0,0,0,1
542,"80,000 Suspects",1963,113,null,5.5,35,4.5,0,4.5,14.5,14.5,24.5,4.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
543,800 Fantasy Lane,1979,82,null,5.1,30,14.5,0,0,4.5,14.5,14.5,4.5,14.5,4.5,34.5,,0,0,0,0,0,0,0
544,800 Two Lap Runners,1994,110,null,4.7,13,4.5,0,4.5,0,14.5,14.5,14.5,24.5,4.5,4.5,,0,0,0,0,0,0,0
545,800 balas,2002,124,null,6.5,404,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,R,0,0,1,0,0,0,0
546,84 Charing Cross Road,1987,100,null,7.3,1172,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,1,0
547,84C MoPic,1989,95,null,6.9,284,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,24.5,,0,0,0,0,0,0,0
548,88 Antop Hill,2003,119,null,4.1,8,24.5,0,24.5,24.5,0,14.5,0,14.5,0,0,,0,0,0,0,0,0,0
549,89 mm od Europy,1994,12,null,7.8,12,0,0,0,0,4.5,14.5,4.5,14.5,4.5,44.5,,0,0,0,0,1,0,1
550,8MM,1999,123,40000000,5.9,18541,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,R,0,0,0,0,0,0,0
551,8cht,1997,7,null,3.7,11,14.5,4.5,0,0,34.5,0,0,0,0,34.5,,0,0,0,0,0,0,1
552,9 Mornings,2002,100,null,6.2,9,14.5,0,0,0,0,34.5,0,34.5,14.5,14.5,,0,0,0,0,0,1,0
553,9 Songs,2004,71,null,5.2,464,14.5,4.5,4.5,4.5,14.5,14.5,4.5,14.5,4.5,4.5,,0,0,0,1,0,1,0
554,9 Souls,2003,120,null,7.5,100,0,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,0,0
555,9 dney odnogo goda,1961,120,null,7.8,39,4.5,0,0,4.5,4.5,4.5,14.5,14.5,14.5,44.5,,0,0,0,1,0,0,0
556,9/30/55,1977,101,null,6.7,56,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
557,9/64: O Tannenbaum,1964,3,null,8.2,6,0,0,0,0,0,0,34.5,14.5,0,45.5,,0,0,0,0,0,0,1
558,90,2005,14,4000,9.1,10,0,14.5,0,0,0,0,0,0,14.5,84.5,,0,0,0,0,0,0,1
559,90 Day Wondering,1956,6,null,7.1,13,0,0,14.5,4.5,0,4.5,14.5,14.5,14.5,24.5,,0,1,0,0,0,0,1
560,90 Days,1985,100,null,5.8,17,4.5,0,0,4.5,0,24.5,14.5,24.5,14.5,4.5,,0,0,0,0,0,0,0
561,90 Miles,2001,75,null,7.4,5,0,0,0,0,24.5,24.5,0,44.5,0,24.5,,0,0,0,0,1,0,0
562,900 Women,2001,72,null,5.1,8,45.5,0,0,0,0,0,0,14.5,14.5,24.5,,0,0,0,0,1,0,0
563,901: After 45 Years of Working,1990,29,null,7.1,8,0,14.5,0,0,0,14.5,45.5,24.5,0,0,,0,0,0,0,1,0,1
564,91:an Karlsson muckar (tror han),1959,90,null,4.5,6,14.5,0,34.5,0,34.5,0,0,14.5,0,0,,0,0,1,0,0,0,0
565,91:an Karlssons bravader,1951,88,null,3.6,7,14.5,24.5,0,24.5,14.5,0,0,0,0,14.5,,0,0,1,0,0,0,0
566,91:an och generalernas fnatt,1977,101,null,2.3,14,45.5,4.5,14.5,14.5,4.5,0,0,0,0,4.5,,0,0,1,0,0,0,0
567,92 hak mooi gwai dui hak mooi gwai,1992,100,null,5.9,32,4.5,0,4.5,4.5,4.5,24.5,14.5,4.5,4.5,24.5,,1,0,1,0,0,1,0
568,92 in the Shade,1975,93,null,5.9,56,4.5,0,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,,0,0,1,1,0,0,0
569,9413,1998,90,null,6.3,12,14.5,0,0,4.5,4.5,14.5,14.5,24.5,0,4.5,,1,0,0,0,0,0,0
570,964 Pinocchio,1991,93,null,5.7,82,14.5,4.5,4.5,4.5,4.5,14.5,4.5,14.5,4.5,14.5,,0,0,0,0,0,0,0
571,97 ga yau choi si,1997,90,null,4.7,59,4.5,4.5,4.5,14.5,14.5,14.5,24.5,4.5,4.5,14.5,,0,0,1,0,0,0,0
572,976-EVIL,1989,100,null,3.6,495,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
573,976-EVIL 2: The Astral Factor,1991,93,null,2.9,162,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
574,976-WISH,1997,42,null,1.8,17,14.5,0,4.5,0,4.5,0,14.5,0,14.5,44.5,,0,0,1,0,0,1,1
575,99 Euro Films,2002,79,null,6.1,53,4.5,4.5,4.5,4.5,4.5,14.5,24.5,4.5,4.5,14.5,,0,0,0,1,0,0,0
576,99 River Street,1953,83,null,7,102,4.5,4.5,4.5,4.5,4.5,4.5,34.5,24.5,14.5,4.5,,0,0,0,1,0,0,0
577,99 Threadwaxing,1998,13,null,4,7,14.5,14.5,0,0,14.5,0,0,24.5,14.5,14.5,,0,0,0,1,0,0,1
578,99 mujeres,1969,108,null,5.6,62,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,,1,0,0,1,0,0,0
579,99.9,1997,106,null,6.3,78,4.5,0,0,4.5,24.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
580,999 Aliza Mizrahi,1967,104,null,7.1,12,4.5,0,0,0,0,4.5,14.5,24.5,0,44.5,,0,0,1,1,0,0,0
581,999-9999,2002,103,null,5.8,42,0,4.5,4.5,14.5,14.5,24.5,24.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
582,9:30,2004,13,12000,7.1,11,4.5,0,0,14.5,0,4.5,0,14.5,4.5,34.5,,0,0,0,0,0,0,1
583,9mm of Love,2000,10,null,6.7,27,4.5,0,0,0,4.5,24.5,24.5,14.5,14.5,14.5,,0,0,1,0,0,1,1
584,A,1998,136,null,5.1,18,24.5,4.5,0,4.5,4.5,4.5,4.5,14.5,14.5,14.5,,0,0,0,0,1,0,0
585,A,2002,60,null,2.3,11,74.5,4.5,0,0,4.5,0,0,0,0,4.5,,0,0,0,0,1,0,0
586,A & P,1996,17,null,5.6,26,4.5,4.5,0,0,14.5,24.5,24.5,4.5,14.5,4.5,,0,0,0,1,0,0,1
587,A + (Amas),2004,104,null,5.2,17,4.5,14.5,4.5,0,4.5,14.5,4.5,14.5,14.5,24.5,,0,0,1,0,0,0,0
588,"A 008, operazione Sterminio",1965,84,null,6.1,7,0,0,14.5,24.5,0,24.5,0,0,0,24.5,,1,0,0,0,0,0,0
589,A 11-a porunca,1991,144,null,6.2,11,0,0,0,0,0,14.5,0,4.5,4.5,64.5,,0,0,0,1,0,0,0
590,A Banna,1980,90,null,7,5,0,0,0,44.5,0,0,24.5,0,0,44.5,,0,0,0,0,0,0,0
591,A Fei jing juen,1991,94,null,7.5,986,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,0,0
592,A Hunting We Will Go,1932,8,null,6.3,20,4.5,0,4.5,14.5,14.5,24.5,14.5,14.5,24.5,4.5,,0,1,1,0,0,0,1
593,A Is for Atom,1953,14,null,6.1,6,0,0,0,0,34.5,14.5,34.5,14.5,0,0,,0,0,0,1,0,0,1
594,A byl li Karotin,1989,161,null,3.9,6,34.5,0,0,0,0,34.5,0,14.5,0,14.5,,0,0,1,0,0,0,0
595,A cavallo della tigre,1961,104,null,5.9,21,0,4.5,0,24.5,0,4.5,24.5,24.5,4.5,4.5,,0,0,1,0,0,0,0
596,A cavallo della tigre,2002,98,null,5.3,17,0,0,0,14.5,24.5,14.5,24.5,0,14.5,0,,0,0,1,0,0,0,0
597,A ciascuno il suo,1967,99,null,6.4,52,0,0,4.5,0,14.5,14.5,24.5,14.5,4.5,24.5,,0,0,0,1,0,0,0
598,A ciegas,1997,92,null,4.7,49,14.5,4.5,14.5,4.5,24.5,14.5,4.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
599,A doppia faccia,1969,88,null,4.9,43,4.5,4.5,4.5,4.5,24.5,14.5,14.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
600,A esli eto lyubov?,1961,102,null,7.3,8,0,0,0,0,0,14.5,24.5,24.5,14.5,24.5,,0,0,0,1,0,0,0
601,A futura memoria: Pier Paolo Pasolini,1986,115,null,6.6,7,14.5,0,0,0,0,0,24.5,14.5,24.5,14.5,,0,0,0,0,1,0,0
602,A galope tendido,2000,87,null,5.6,10,0,0,14.5,0,24.5,24.5,14.5,0,0,44.5,,0,0,1,0,0,0,0
603,A la medianoche y media,1999,90,null,5.9,34,4.5,0,4.5,14.5,4.5,14.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
604,A los cirujanos se les va la mano,1980,90,null,5.3,14,4.5,0,0,0,24.5,24.5,4.5,14.5,4.5,14.5,,0,0,1,0,0,0,0
605,A los que aman,1998,98,null,7.3,93,4.5,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,,0,0,0,1,0,1,0
606,A mezzanotte va la ronda del piacere,1975,100,null,5.6,27,4.5,4.5,4.5,4.5,14.5,14.5,4.5,24.5,4.5,4.5,,0,0,1,1,0,0,0
607,A mi madre le gustan las mujeres,2002,96,null,6.3,296,4.5,4.5,4.5,4.5,14.5,14.5,34.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
608,A ruota libera,2000,89,null,3.6,25,44.5,0,14.5,14.5,4.5,24.5,0,0,0,0,,0,0,1,0,0,0,0
609,A sega nakade?,1988,93,null,7.4,14,0,0,0,0,4.5,4.5,4.5,24.5,24.5,24.5,,0,0,0,1,0,0,0
610,A spasso nel tempo,1996,94,null,3.5,49,45.5,4.5,4.5,14.5,4.5,4.5,4.5,0,0,4.5,,0,0,1,0,0,0,0
611,A spasso nel tempo: l'avventura continua,1997,95,null,2.7,26,45.5,4.5,14.5,4.5,14.5,0,0,0,0,4.5,,0,0,1,0,0,0,0
612,A tiro limpio,1963,86,null,5.8,8,14.5,0,14.5,14.5,0,14.5,34.5,14.5,0,0,,0,0,0,0,0,0,0
613,A tiro limpio,1996,87,null,6.7,16,0,0,14.5,14.5,14.5,24.5,4.5,24.5,4.5,0,,0,0,0,0,0,0,0
614,A tu per tu,1984,102,null,4.5,18,14.5,4.5,14.5,0,24.5,24.5,14.5,0,0,14.5,,0,0,1,0,0,0,0
615,A un dios desconocido,1977,104,null,6.7,15,0,0,0,4.5,4.5,14.5,4.5,34.5,24.5,14.5,,0,0,0,1,0,0,0
616,A zori zdes tikhie,1972,188,null,8.6,137,0,0,4.5,0,4.5,4.5,4.5,14.5,24.5,45.5,,1,0,0,0,0,0,0
617,A+ Pollux,2002,90,null,6.3,53,4.5,0,4.5,4.5,4.5,24.5,34.5,14.5,4.5,14.5,,0,0,0,0,0,1,0
618,"A, B, C... Manhattan",1997,90,null,6.3,36,4.5,4.5,4.5,4.5,0,4.5,24.5,14.5,14.5,24.5,,0,0,0,1,0,0,0
619,A-Ducking They Did Go,1939,17,null,8,89,4.5,4.5,4.5,0,4.5,4.5,24.5,24.5,14.5,24.5,,0,0,1,0,0,0,1
620,A-Haunting We Will Go,1942,68,null,5.6,81,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,14.5,,0,0,1,0,0,0,0
621,A-Haunting We Will Go,1966,6,null,6,29,4.5,0,4.5,0,4.5,34.5,24.5,14.5,14.5,4.5,,0,1,1,0,0,0,1
622,A-Lad-In Bagdad,1938,8,null,5.6,11,0,0,0,14.5,34.5,4.5,34.5,0,0,0,,0,1,1,0,0,0,1
623,A-Lad-in His Lamp,1948,7,null,7.9,52,4.5,0,0,4.5,4.5,14.5,14.5,14.5,14.5,34.5,,0,1,1,0,0,0,1
624,"A-Tom-inable Snowman, The",1966,6,null,5,26,4.5,14.5,4.5,14.5,14.5,4.5,14.5,4.5,0,14.5,,0,1,1,0,0,0,1
625,A-ge-man,1990,114,null,6.3,22,4.5,0,4.5,0,4.5,24.5,4.5,34.5,4.5,4.5,,0,0,0,0,0,0,0
626,"A.B. normal college (Todo na 'yan, kulang pa 'yun)",2003,115,null,3.8,6,34.5,0,0,34.5,14.5,0,0,14.5,0,0,,0,0,1,0,0,0,0
627,A.D.3 operazione squalo bianco,1966,82,null,1.2,5,64.5,0,24.5,0,0,0,0,24.5,0,0,,1,0,0,0,0,0,0
628,A.D.A.M.,1988,98,null,5.9,27,14.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,14.5,,0,0,1,0,0,0,0
629,A.K.,1985,71,null,7.7,60,0,0,4.5,4.5,4.5,14.5,24.5,24.5,24.5,14.5,,0,0,0,0,1,0,0
630,A.K.A. Birdseye,2002,90,null,5.5,27,14.5,0,0,4.5,4.5,14.5,14.5,4.5,4.5,24.5,,0,0,1,0,0,0,0
631,A.K.A. Don Bonus,1995,65,null,8.2,9,14.5,0,0,0,0,14.5,0,14.5,14.5,45.5,,0,0,0,0,1,0,0
632,A.N.I. 1240,2003,13,8000,5.9,9,14.5,14.5,0,0,0,24.5,34.5,0,14.5,14.5,,0,0,0,0,0,0,1
633,A.P.E.X.,1994,98,null,4.3,207,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
634,A.S.S.,1988,80,null,6.1,9,0,0,14.5,0,0,0,24.5,34.5,0,34.5,,0,0,0,0,0,0,0
635,A.W.O.L.,1918,5,null,5.3,23,4.5,0,4.5,14.5,4.5,24.5,24.5,0,4.5,0,,0,1,1,0,0,0,1
636,A.k.a. Cassius Clay,1970,85,null,5.7,43,4.5,0,4.5,14.5,4.5,24.5,14.5,14.5,4.5,14.5,PG,0,0,0,0,1,0,0
637,A/R andata+ritorno,2004,86,null,6,79,0,4.5,0,4.5,14.5,4.5,34.5,14.5,4.5,14.5,,0,0,1,0,0,0,0
638,A2,2001,131,null,8.8,5,0,0,0,0,0,0,24.5,24.5,24.5,44.5,,0,0,0,0,0,0,0
639,ABBA: The Movie,1977,96,null,6.1,613,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,34.5,,0,0,0,0,1,0,0
640,ABC Africa,2001,83,null,6.5,90,0,4.5,4.5,4.5,4.5,24.5,14.5,24.5,14.5,14.5,,0,0,0,0,1,0,0
641,"ABC of Love and Sex: Australia Style, The",1978,85,null,3.7,5,0,24.5,0,24.5,64.5,0,0,0,0,0,,0,0,1,0,1,0,0
642,"ABC's of Happiness, The",2001,5,null,3.3,17,24.5,14.5,0,0,0,14.5,4.5,4.5,0,24.5,,0,1,0,0,0,0,1
643,"ABC's of Sex Education for Trainable Persons, The",1975,20,null,6.6,37,34.5,0,0,4.5,14.5,4.5,0,4.5,0,34.5,,0,0,0,0,1,0,1
644,ABCD,1999,105,200000,5.4,88,4.5,4.5,4.5,4.5,14.5,14.5,4.5,14.5,14.5,24.5,,0,0,0,1,0,0,0
645,AC/DC: Let There Be Rock,1980,95,null,8.5,159,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,45.5,,0,0,0,0,0,0,0
646,AFI's 100 Years... 100 Movies: The Antiheroes,1998,60,null,4,19,34.5,0,0,4.5,0,4.5,14.5,4.5,4.5,34.5,,0,0,0,0,1,0,0
647,AKA,2002,123,null,6,335,24.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,14.5,R,0,0,0,1,0,0,0
648,AVP: Alien Vs. Predator,2004,102,45000000,5.4,14651,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,1,0,0,0,0,0,0
649,Aa Ab Laut Chalen,1999,178,null,5.5,73,4.5,0,4.5,4.5,4.5,4.5,14.5,24.5,4.5,14.5,,0,0,0,1,0,1,0
650,Aa Gale Lag Jaa,1973,148,null,8.1,10,0,0,0,0,0,14.5,0,44.5,0,45.5,,0,0,0,0,0,1,0
651,Aa Okkati Adakku,1993,155,null,8.4,5,0,0,0,0,0,0,24.5,44.5,24.5,24.5,,0,0,1,0,0,0,0
652,"Aab, baad, khaak",1989,75,null,5.4,22,0,14.5,0,0,4.5,4.5,14.5,14.5,4.5,34.5,,0,0,0,0,0,0,0
653,Aadmi,1968,175,null,8.2,15,0,0,0,0,14.5,0,4.5,44.5,34.5,4.5,,0,0,0,0,0,1,0
654,Aag,1948,138,null,6.5,31,4.5,0,0,0,4.5,4.5,24.5,24.5,4.5,24.5,,0,0,0,0,0,1,0
655,Aah,1953,150,null,6.7,25,4.5,0,0,4.5,0,0,24.5,4.5,14.5,44.5,,0,0,0,1,0,1,0
656,Aakhree Raasta,1986,164,null,8.2,46,0,4.5,0,4.5,0,4.5,24.5,14.5,14.5,34.5,,1,0,0,0,0,0,0
657,Aakrosh,1980,144,null,7.9,31,0,0,0,0,0,4.5,14.5,4.5,4.5,64.5,,0,0,0,0,0,0,0
658,Aaltra,2004,92,null,6.8,219,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0,0
659,Aamdani Atthanni Kharcha Rupaiya,2001,150,null,5.2,12,14.5,0,0,0,14.5,4.5,4.5,24.5,0,24.5,,0,0,1,0,0,0,0
660,Aan,1952,101,null,7.1,13,0,0,0,0,0,4.5,14.5,4.5,14.5,45.5,,0,0,0,0,0,1,0
661,Aan: Men at Work,2004,149,null,4.8,20,14.5,4.5,14.5,4.5,24.5,14.5,24.5,14.5,0,14.5,,1,0,0,1,0,0,0
662,Aandhi,1975,133,null,7,35,0,0,0,0,4.5,14.5,14.5,14.5,24.5,24.5,,0,0,0,1,0,0,0
663,Aankhen,1993,170,null,5.4,22,4.5,0,4.5,0,14.5,4.5,4.5,14.5,24.5,24.5,,0,0,1,0,0,0,0
664,Aankhen,2002,165,null,6.8,134,4.5,0,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,,0,0,1,1,0,0,0
665,"Aanslag, De",1986,144,null,7.3,532,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,4.5,,0,0,0,1,0,0,0
666,"Aanspreker, De",1999,26,null,6.2,5,24.5,0,0,0,0,0,44.5,44.5,0,0,,0,0,0,1,0,0,1
667,Aap Ki Kasam,1974,153,null,6.6,20,0,0,14.5,0,4.5,14.5,14.5,44.5,14.5,14.5,,0,0,0,1,0,1,0
668,Aapathbandavudu,1992,173,null,9.2,5,0,0,0,0,0,0,0,24.5,44.5,44.5,,0,0,0,1,0,0,0
